Machines dispensing single servings with cups
Machines dispensing bulk quantities
Snack display machines	small package goods display machines
Bottle or can vending machines
Gumball candy machines	childrens novelties machines
A la carte foods vending machines
Cigarette machines
Personal accommodation item dispensers
Drug dispensers
Frozen confections machines
French fry vending machines
Popcorn vending machines
Ticket dispensing machines
Insurance policy vending machines
Stamp machines
Automatic teller machines ATMs
Bill to coin changers
Foreign currency exchange machines
Electronic funds transfer point of sale equipment
Automatic teller machine accessories
