Explosive material	Aluminized explosives	Ammonium nitrate and fuel oil ANFO	Nitroglycerin powder explosives	Ammonium nitrate explosives	Dynamite	Explosive cartridges	Propellant explosives	Explosive charges	Plastic explosives	Rain rockets	Fog signals	Explosive tamper	Detonator box	Blasting caps	Detonators	Explosives fuses	Explosive initiators	Explosive primers	Powder propellants	Solid propellants	Gun propellants	High energy propellants	Gelled propellants	Hybrid propellants
	
Pyrotechnic materials	Flares	Fireworks	Lighters	Matches
