Alcoholic drinks	beer	wine	cider	spirits	whiskey	bourbon	rum	Distiled alcoholic beverage
Non-alcoholic drinks	soft drinks	juice	smoothie	non alcoholic beverage
Brewery

Wine	sparkle wine	fruit wine
Wine lees
Argol
Mix beverage
