Gaseous fuel	Liquified petroleum gas	Propane	Propylene	Ethylene	Butane	Acetylene	Methane	Coal gas	Methylacetylene propadiene MAPP gas	Liquefied natural gas	LNG	Water gas	producer gas
Fuel thickeners
Icing inhibitors for fuel systems
