Electric freight locomotives
Diesel freight locomotives
Diesel passenger locomotives
Electric passenger locomotives
Freight rail cars
Tanker rail cars
Passenger rail cars
Hopper rail cars
Streetcars or tramway cars
Electrical rail contact bond
Light railway relay rail
Light railway rail
Heavy railway relay rail
Heavy railway rail
Bogie assemblies
Railway tracks
Rail couplers
Railway frogs or fish plates
Heavy rail turnout switch
Railway sleepers
Rail switching systems
Draft gears
Light rail turnout switch
Steel railway tie 
Rail bond
Wooden railroad tie
