Steel	E24-2 or A37-2 steel	Z90WDKCV65542 or M35 high speed steel	Z90WDCV6542 or M2 high speed steel
Steel alloys	X5CrNi18-10 or 304 stainless steel alloy	Inconel 600 super alloy	X2CrNi19-11or 304L stainless steel alloy	X5CrNiMo17-12-2 or 316 stainless steel alloy
